Date,DB
2021-10-11 00:00:00,147.9
2021-10-08 00:00:00,144.283
2021-10-07 00:00:00,143.596
2021-10-06 00:00:00,146.041
2021-10-05 00:00:00,139.157
2021-10-04 00:00:00,138.864
2021-10-01 00:00:00,136.952
2021-09-30 00:00:00,135.383
2021-09-29 00:00:00,135.741
2021-09-28 00:00:00,139.451
2021-09-27 00:00:00,138.098
2021-09-24 00:00:00,125.449
2021-09-23 00:00:00,151.439
2021-09-22 00:00:00,154.839
2021-09-21 00:00:00,159.793
2021-09-20 00:00:00,162.222
2021-09-17 00:00:00,141.865
2021-09-16 00:00:00,142.164
2021-09-15 00:00:00,146.012
2021-09-14 00:00:00,146.998
2021-09-13 00:00:00,147.279
2021-09-10 00:00:00,147.48
2021-09-09 00:00:00,148.005
2021-09-08 00:00:00,148.834
2021-09-07 00:00:00,147.437
2021-09-06 00:00:00,147.75
2021-09-03 00:00:00,150.349
2021-09-02 00:00:00,150.469
2021-09-01 00:00:00,150.495
2021-08-31 00:00:00,152.165
2021-08-30 00:00:00,154.825
2021-08-27 00:00:00,154.907
2021-08-26 00:00:00,155.094
2021-08-25 00:00:00,154.462
2021-08-24 00:00:00,155.053
2021-08-23 00:00:00,155.188
2021-08-20 00:00:00,157.076
2021-08-19 00:00:00,157.877
