Date,DZ
2021-12-27 00:00:00,26.9
2021-12-24 00:00:00,26.9
2021-12-23 00:00:00,26.915
2021-12-22 00:00:00,26.925
2021-12-21 00:00:00,26.925
2021-12-20 00:00:00,26.915
2021-12-17 00:00:00,26.91
2021-12-16 00:00:00,26.935
2021-12-15 00:00:00,26.905
2021-12-14 00:00:00,26.915
2021-12-13 00:00:00,26.915
2021-12-10 00:00:00,26.915
2021-12-09 00:00:00,26.92
2021-12-08 00:00:00,26.905
2021-12-07 00:00:00,26.915
2021-12-06 00:00:00,26.88
2021-12-03 00:00:00,26.925
2021-12-02 00:00:00,26.885
2021-12-01 00:00:00,26.935
2021-11-30 00:00:00,26.895
2021-11-29 00:00:00,26.88
2021-11-26 00:00:00,26.88
2021-11-25 00:00:00,26.895
2021-11-24 00:00:00,26.445
2021-11-23 00:00:00,26.395
2021-11-22 00:00:00,26.19
2021-11-19 00:00:00,24.535
2021-11-18 00:00:00,22.635
2021-11-17 00:00:00,22.64
2021-11-16 00:00:00,22.64
2021-11-15 00:00:00,22.625
2021-11-12 00:00:00,22.64
2021-11-11 00:00:00,22.52
2021-11-10 00:00:00,23.285
2021-11-09 00:00:00,22.87
2021-11-08 00:00:00,24.115
2021-11-05 00:00:00,23.73
2021-11-04 00:00:00,23.955
2021-11-03 00:00:00,25.91
2021-11-02 00:00:00,24.865
2021-11-01 00:00:00,27.29
2021-10-29 00:00:00,29.975
2021-10-28 00:00:00,29.495
2021-10-27 00:00:00,29.265
2021-10-26 00:00:00,28.705
2021-10-25 00:00:00,28.49
2021-10-22 00:00:00,30.475
2021-10-21 00:00:00,30.61
2021-10-20 00:00:00,29.73
2021-10-19 00:00:00,31.27
2021-10-18 00:00:00,32.68
2021-10-15 00:00:00,31.41
2021-10-14 00:00:00,30.57
2021-10-13 00:00:00,30.78
2021-10-12 00:00:00,31.285
2021-10-11 00:00:00,31.415
2021-10-08 00:00:00,31.71
2021-10-07 00:00:00,31.235
2021-10-06 00:00:00,31.2
2021-10-05 00:00:00,31.075
2021-10-04 00:00:00,30.795
2021-10-01 00:00:00,31.26
2021-09-30 00:00:00,31.275
2021-09-29 00:00:00,31.22
2021-09-28 00:00:00,31.155
2021-09-27 00:00:00,30.92
2021-09-24 00:00:00,30.285
2021-09-23 00:00:00,31.085
2021-09-22 00:00:00,30.67
2021-09-21 00:00:00,30.79
2021-09-20 00:00:00,31.11
2021-09-17 00:00:00,30.975
2021-09-16 00:00:00,30.515
2021-09-15 00:00:00,30.54
2021-09-14 00:00:00,30.635
2021-09-13 00:00:00,30.875
2021-09-10 00:00:00,31.545
2021-09-09 00:00:00,32.08
2021-09-08 00:00:00,32.185
2021-09-07 00:00:00,32.49
2021-09-06 00:00:00,31.92
