Date,LBBW
2022-09-12 00:00:00,53.93
2022-09-09 00:00:00,53.9
2022-09-08 00:00:00,54.44
2022-09-07 00:00:00,53.895
2022-09-06 00:00:00,53.345
2022-09-05 00:00:00,53.95
2022-09-02 00:00:00,52.875
2022-09-01 00:00:00,51.87
2022-08-31 00:00:00,51.89
2022-08-30 00:00:00,51.78
2022-08-29 00:00:00,51.955
2022-08-26 00:00:00,52.435
2022-08-25 00:00:00,51.37
2022-08-24 00:00:00,50.855
2022-08-23 00:00:00,49.885
2022-08-22 00:00:00,49.32
2022-08-19 00:00:00,49.935
2022-08-18 00:00:00,49.82
2022-08-17 00:00:00,50.37
2022-08-16 00:00:00,50.925
2022-08-15 00:00:00,51.385
2022-08-12 00:00:00,51.87
2022-08-11 00:00:00,52.96
2022-08-10 00:00:00,53.355
2022-08-09 00:00:00,53.43
2022-08-08 00:00:00,53.85
2022-08-05 00:00:00,54.42
2022-08-04 00:00:00,54.365
2022-08-03 00:00:00,54.41
2022-08-02 00:00:00,54.92
2022-08-01 00:00:00,54.875
2022-07-29 00:00:00,54.99
2022-07-28 00:00:00,54.44
2022-07-27 00:00:00,54.945
2022-07-26 00:00:00,54.35
2022-07-25 00:00:00,54.53
2022-07-22 00:00:00,53.375
2022-07-21 00:00:00,53.375
2022-07-20 00:00:00,53.345
2022-07-19 00:00:00,53.31
2022-07-18 00:00:00,53.89
2022-07-15 00:00:00,53.28
2022-07-14 00:00:00,53.325
2022-07-13 00:00:00,53.935
2022-07-12 00:00:00,53.905
2022-07-11 00:00:00,53.345
2022-07-08 00:00:00,53.34
2022-07-07 00:00:00,53.93
2022-07-06 00:00:00,53.91
2022-07-05 00:00:00,52.765
2022-07-04 00:00:00,54.03
2022-07-01 00:00:00,53.905
2022-06-30 00:00:00,53.345
2022-06-29 00:00:00,52.26
2022-06-28 00:00:00,52.845
2022-06-27 00:00:00,52.78
2022-06-24 00:00:00,54.12
2022-06-23 00:00:00,52.985
2022-06-22 00:00:00,50.12
2022-06-21 00:00:00,50.035
2022-06-20 00:00:00,50.42
2022-06-17 00:00:00,50.755
2022-06-16 00:00:00,51.025
2022-06-15 00:00:00,49.73
2022-06-14 00:00:00,49.945
2022-06-13 00:00:00,49.185
2022-06-10 00:00:00,47.89
2022-06-09 00:00:00,46.57
2022-06-08 00:00:00,46.135
2022-06-07 00:00:00,45.745
2022-06-06 00:00:00,45.42
2022-06-03 00:00:00,45.565
2022-06-02 00:00:00,45.5
2022-06-01 00:00:00,45.63
2022-05-31 00:00:00,45.215
2022-05-30 00:00:00,44.98
2022-05-27 00:00:00,45.125
2022-05-26 00:00:00,46.075
2022-05-25 00:00:00,46.975
2022-05-24 00:00:00,47.06
2022-05-23 00:00:00,46.825
2022-05-20 00:00:00,47.2
2022-05-19 00:00:00,47.4
2022-05-18 00:00:00,46.14
2022-05-17 00:00:00,45.855
2022-05-16 00:00:00,46.42
2022-05-13 00:00:00,46.2
2022-05-12 00:00:00,46.38
2022-05-11 00:00:00,46.495
2022-05-10 00:00:00,46.67
2022-05-09 00:00:00,47.14
2022-05-06 00:00:00,46.625
2022-05-05 00:00:00,45.435
2022-05-04 00:00:00,45.425
2022-05-03 00:00:00,44.84
2022-05-02 00:00:00,44.335
2022-04-29 00:00:00,45.135
2022-04-28 00:00:00,44.38
2022-04-27 00:00:00,43.605
2022-04-26 00:00:00,43.605
2022-04-25 00:00:00,43.635
2022-04-22 00:00:00,43.675
2022-04-21 00:00:00,43.585
2022-04-20 00:00:00,43.565
2022-04-19 00:00:00,43.605
2022-04-18 00:00:00,43.59
2022-04-15 00:00:00,43.595
2022-04-14 00:00:00,43.595
2022-04-13 00:00:00,43.57
2022-04-12 00:00:00,43.595
2022-04-11 00:00:00,43.64
2022-04-08 00:00:00,43.59
2022-04-07 00:00:00,43.585
2022-04-06 00:00:00,43.66
2022-04-05 00:00:00,43.61
2022-04-04 00:00:00,43.565
2022-04-01 00:00:00,43.22
2022-03-31 00:00:00,43.255
2022-03-30 00:00:00,43.335
2022-03-29 00:00:00,39.19
2022-03-28 00:00:00,39.21
2022-03-25 00:00:00,39.2
2022-03-24 00:00:00,39.145
2022-03-23 00:00:00,39.155
2022-03-22 00:00:00,39.21
2022-03-21 00:00:00,39.195
2022-03-18 00:00:00,36.505
2022-03-17 00:00:00,37.055
2022-03-16 00:00:00,38.145
2022-03-15 00:00:00,38.22
2022-03-14 00:00:00,38.28
2022-03-11 00:00:00,38.395
2022-03-10 00:00:00,36.725
2022-03-09 00:00:00,39.335
2022-03-08 00:00:00,40.585
2022-03-07 00:00:00,40.44
2022-03-04 00:00:00,38.55
2022-03-03 00:00:00,38.115
2022-03-02 00:00:00,37.65
2022-03-01 00:00:00,37.255
2022-02-28 00:00:00,34.98
2022-02-25 00:00:00,37.6
2022-02-24 00:00:00,36.95
2022-02-23 00:00:00,36.095
2022-02-22 00:00:00,37.09
2022-02-21 00:00:00,36.52
2022-02-18 00:00:00,36.135
2022-02-17 00:00:00,35.64
2022-02-16 00:00:00,35.1
2022-02-15 00:00:00,36.355
2022-02-14 00:00:00,35.855
2022-02-11 00:00:00,34.775
2022-02-10 00:00:00,34.265
2022-02-09 00:00:00,34.83
2022-02-08 00:00:00,35.385
2022-02-07 00:00:00,36.475
2022-02-04 00:00:00,35.47
2022-02-03 00:00:00,33.76
2022-02-02 00:00:00,33.945
2022-02-01 00:00:00,34.115
2022-01-31 00:00:00,35.065
2022-01-28 00:00:00,34.525
2022-01-27 00:00:00,33.67
2022-01-26 00:00:00,33.9
2022-01-25 00:00:00,34.695
2022-01-24 00:00:00,34.31
2022-01-21 00:00:00,33.665
2022-01-20 00:00:00,33.535
2022-01-19 00:00:00,33.755
2022-01-18 00:00:00,36.775
2022-01-17 00:00:00,33.61
2022-01-14 00:00:00,33.285
2022-01-13 00:00:00,32.55
2022-01-12 00:00:00,32.965
2022-01-11 00:00:00,33.52
2022-01-10 00:00:00,33.265
2022-01-07 00:00:00,33.435
2022-01-06 00:00:00,32.87
2022-01-05 00:00:00,32.44
2022-01-04 00:00:00,32.535
2022-01-03 00:00:00,32.545
2021-12-31 00:00:00,32.695
2021-12-30 00:00:00,33.02
2021-12-29 00:00:00,32.455
2021-12-28 00:00:00,32.445
2021-12-27 00:00:00,36.4
2021-12-24 00:00:00,32.53
2021-12-23 00:00:00,32.88
2021-12-22 00:00:00,32.855
2021-12-21 00:00:00,33.26
2021-12-20 00:00:00,33.47
2021-12-17 00:00:00,33.02
2021-12-16 00:00:00,33.26
2021-12-15 00:00:00,33.435
2021-12-14 00:00:00,32.36
2021-12-13 00:00:00,32.295
2021-12-10 00:00:00,32.36
2021-12-09 00:00:00,32.555
2021-12-08 00:00:00,31.88
2021-12-07 00:00:00,33.21
2021-12-06 00:00:00,32.985
2021-12-03 00:00:00,33.56
2021-12-02 00:00:00,32.885
2021-12-01 00:00:00,33.36
2021-11-30 00:00:00,32.815
2021-11-29 00:00:00,34.41
2021-11-26 00:00:00,32.755
