Date,RABO
2022-01-03 00:00:00,76.535
2021-12-31 00:00:00,76.425
2021-12-30 00:00:00,76.205
2021-12-29 00:00:00,76.275
2021-12-28 00:00:00,76.455
2021-12-27 00:00:00,76.8
2021-12-24 00:00:00,76.76
2021-12-23 00:00:00,76.355
2021-12-22 00:00:00,78.69
2021-12-21 00:00:00,79.69
2021-12-20 00:00:00,80.605
2021-12-17 00:00:00,78.08
2021-12-16 00:00:00,77.4
2021-12-15 00:00:00,80.14
2021-12-14 00:00:00,81.795
2021-12-13 00:00:00,81.155
2021-12-10 00:00:00,82.57
2021-12-09 00:00:00,82.815
2021-12-08 00:00:00,84.435
2021-12-07 00:00:00,83.1
2021-12-06 00:00:00,87.025
2021-12-03 00:00:00,85.89
2021-12-02 00:00:00,86.31
2021-12-01 00:00:00,84.64
2021-11-30 00:00:00,86.885
2021-11-29 00:00:00,85.96
2021-11-26 00:00:00,89.655
2021-11-25 00:00:00,83.43
2021-11-24 00:00:00,82.1
2021-11-23 00:00:00,79.44
2021-11-22 00:00:00,77.69
2021-11-19 00:00:00,76.725
2021-11-18 00:00:00,74.7
2021-11-17 00:00:00,76.075
2021-11-16 00:00:00,75.505
2021-11-15 00:00:00,74.11
2021-11-12 00:00:00,73.115
2021-11-11 00:00:00,72.12
2021-11-10 00:00:00,71.635
2021-11-09 00:00:00,71.42
2021-11-08 00:00:00,70.875
2021-11-05 00:00:00,70.965
2021-11-04 00:00:00,71.525
2021-11-03 00:00:00,73.755
2021-11-02 00:00:00,73.955
2021-11-01 00:00:00,76.33
2021-10-29 00:00:00,75.96
2021-10-28 00:00:00,71.615
2021-10-27 00:00:00,70.91
2021-10-26 00:00:00,70.765
2021-10-25 00:00:00,71.625
2021-10-22 00:00:00,72.045
2021-10-21 00:00:00,72.44
2021-10-20 00:00:00,72.125
2021-10-19 00:00:00,73.365
2021-10-18 00:00:00,75.36
2021-10-15 00:00:00,73.535
2021-10-14 00:00:00,76.425
2021-10-13 00:00:00,80.475
2021-10-12 00:00:00,81.795
2021-10-11 00:00:00,80.725
2021-10-08 00:00:00,79.22
2021-10-07 00:00:00,78.925
2021-10-06 00:00:00,80.82
2021-10-05 00:00:00,78.905
2021-10-04 00:00:00,79.855
2021-10-01 00:00:00,79.46
2021-09-30 00:00:00,78.785
2021-09-29 00:00:00,78.145
2021-09-28 00:00:00,78.915
2021-09-27 00:00:00,75.835
2021-09-24 00:00:00,76.22
2021-09-23 00:00:00,75.14
2021-09-22 00:00:00,73.65
2021-09-21 00:00:00,74.36
2021-09-20 00:00:00,75.3
2021-09-17 00:00:00,65
2021-09-16 00:00:00,65
2021-09-15 00:00:00,65.86
2021-09-14 00:00:00,65.69
