Date,BNP
2022-08-09 00:00:00,151.94
2022-08-08 00:00:00,150.31
2022-08-05 00:00:00,155.655
2022-08-04 00:00:00,156.085
2022-08-03 00:00:00,160.045
2022-08-02 00:00:00,164.065
2022-08-01 00:00:00,159.025
2022-07-29 00:00:00,159.035
2022-07-28 00:00:00,168.225
2022-07-27 00:00:00,172.455
2022-07-26 00:00:00,176.37
2022-07-25 00:00:00,161.955
2022-07-22 00:00:00,166.9
2022-07-21 00:00:00,172.57
2022-07-20 00:00:00,172.9
2022-07-19 00:00:00,176.905
2022-07-18 00:00:00,189.005
2022-07-15 00:00:00,193.66
2022-07-14 00:00:00,199.105
2022-07-13 00:00:00,192.94
2022-07-12 00:00:00,191.07
2022-07-11 00:00:00,189.11
2022-07-08 00:00:00,186.725
2022-07-07 00:00:00,186.27
2022-07-06 00:00:00,199.555
2022-07-05 00:00:00,198.765
2022-07-04 00:00:00,192.14
2022-07-01 00:00:00,190.815
2022-06-30 00:00:00,195.73
2022-06-29 00:00:00,187.715
2022-06-28 00:00:00,182.94
2022-06-27 00:00:00,178.26
2022-06-24 00:00:00,183.82
2022-06-23 00:00:00,187.375
2022-06-22 00:00:00,176.035
2022-06-21 00:00:00,171.65
2022-06-20 00:00:00,179.39
2022-06-17 00:00:00,184.32
2022-06-16 00:00:00,185.52
2022-06-15 00:00:00,177.835
2022-06-14 00:00:00,187.72
2022-06-13 00:00:00,183.45
2022-06-10 00:00:00,168.62
2022-06-09 00:00:00,157.095
2022-06-08 00:00:00,151.8
2022-06-07 00:00:00,149.16
2022-06-06 00:00:00,146.28
2022-06-03 00:00:00,147.55
2022-06-02 00:00:00,147.28
2022-06-01 00:00:00,147.5
2022-05-31 00:00:00,148.06
2022-05-30 00:00:00,143.56
2022-05-27 00:00:00,149.95
2022-05-26 00:00:00,156.62
2022-05-25 00:00:00,163.77
2022-05-24 00:00:00,166.65
2022-05-23 00:00:00,164.495
2022-05-20 00:00:00,169.865
2022-05-19 00:00:00,167.71
2022-05-18 00:00:00,163.95
2022-05-17 00:00:00,157.61
2022-05-16 00:00:00,162.31
2022-05-13 00:00:00,162.255
2022-05-12 00:00:00,165.985
2022-05-11 00:00:00,163.31
2022-05-10 00:00:00,167.275
2022-05-09 00:00:00,172.795
2022-05-06 00:00:00,170.495
2022-05-05 00:00:00,161.905
2022-05-04 00:00:00,161.285
2022-05-03 00:00:00,160.705
2022-05-02 00:00:00,162.46
2022-04-29 00:00:00,163.17
2022-04-28 00:00:00,154.915
2022-04-27 00:00:00,154.225
2022-04-26 00:00:00,149.88
2022-04-25 00:00:00,142.465
2022-04-22 00:00:00,137.175
2022-04-21 00:00:00,135.545
2022-04-20 00:00:00,140.22
2022-04-19 00:00:00,144.33
2022-04-18 00:00:00,141.56
2022-04-15 00:00:00,141.68
2022-04-14 00:00:00,141.87
2022-04-13 00:00:00,144.46
2022-04-12 00:00:00,143.08
